ID Pergunta,Pergunta,RAM (GB),VRAM (GB),Tempo (s),Tokens Gerados,TPS,Temp Max (C),Consumo (Wh)
11,O que quer dizer 'dar um perdido' em alguém?,20.35,21.51,1.71,33,19.35,50.0,0.140749
12,Já ouviu falar em 'sinistro' como gíria? O que significa?,20.35,21.51,1.91,37,19.40,50.0,0.157261
13,O que é 'mano' na fala do dia a dia?,20.35,21.51,1.70,33,19.38,50.0,0.141168
14,"Alguém me chamou de 'arretado', isso é bom ou ruim?",20.35,21.51,1.41,27,19.18,50.0,0.112904
15,O que significa 'bagulho doido'?,20.35,21.51,1.00,19,19.02,50.0,0.078733
16,Explica pra mim o que é 'trampo'.,20.35,21.51,1.75,34,19.41,50.0,0.147278
17,O que quer dizer 'dar um close'?,20.35,21.51,1.40,27,19.26,50.0,0.113389
18,'Sextou' significa o quê?,20.35,21.51,1.70,33,19.38,50.0,0.140447
19,O que é ficar 'de butuca'?,20.35,21.51,1.40,27,19.32,50.0,0.113559
20,Me explica a gíria 'trem' usada em Minas Gerais.,20.35,21.51,1.95,38,19.48,50.0,0.161322
21,Fala um pouco sobre a trajetória de Gilberto Gil.,20.35,21.51,2.10,41,19.52,50.0,0.176135
22,De qual estado é o cantor Alceu Valença?,20.35,21.51,1.45,28,19.33,50.0,0.117941
23,O que caracteriza o ritmo do forró pé de serra?,20.35,21.51,2.81,55,19.60,50.0,0.236881
24,Quem foi Luiz Gonzaga?,20.35,21.51,3.01,59,19.57,50.0,0.253486
25,O que torna a festa junina tão importante no Nordeste?,20.35,21.51,2.90,57,19.64,50.0,0.246962
26,Me conta sobre a origem do frevo.,20.35,21.51,3.52,69,19.59,50.0,0.299073
27,Qual a importância do Carnaval de Salvador?,20.35,21.51,3.31,65,19.66,50.0,0.283240
28,O que é o boi-bumbá?,20.35,21.51,3.20,63,19.67,50.0,0.273146
29,Fala sobre alguma característica marcante de Anitta.,20.35,21.51,2.85,56,19.65,50.0,0.240441
30,O que é o Círio de Nazaré?,20.35,21.51,3.40,67,19.69,50.0,0.288964
31,Como faço um bom feijão tropeiro?,20.35,21.51,8.65,172,19.89,51.0,0.749742
32,Me ensina o passo a passo do pão de queijo mineiro.,20.35,21.51,8.53,170,19.93,50.0,0.740535
33,O que leva a receita de vatapá?,20.35,21.51,3.04,60,19.73,50.0,0.260902
34,Como se prepara uma moqueca capixaba?,20.35,21.51,4.73,94,19.89,50.0,0.404456
