ID Pergunta,Pergunta,RAM (GB),VRAM (GB),Tempo (s),Tokens Gerados,TPS,Temp Max (C),Consumo (Wh)
11,O que quer dizer 'dar um perdido' em alguém?,20.38,21.51,1.65,33,19.99,50.0,0.139352
12,Já ouviu falar em 'sinistro' como gíria? O que significa?,20.38,21.51,1.85,37,20.01,50.0,0.155007
13,O que é 'mano' na fala do dia a dia?,20.38,21.51,1.65,33,19.97,50.0,0.138840
14,"Alguém me chamou de 'arretado', isso é bom ou ruim?",20.38,21.51,1.95,39,20.01,50.0,0.162849
15,O que significa 'bagulho doido'?,20.38,21.51,0.97,19,19.63,50.0,0.076521
16,Explica pra mim o que é 'trampo'.,20.38,21.51,1.79,36,20.06,50.0,0.150922
17,O que quer dizer 'dar um close'?,20.38,21.51,1.56,31,19.89,50.0,0.131503
18,'Sextou' significa o quê?,20.38,21.51,1.21,24,19.80,50.0,0.101177
19,O que é ficar 'de butuca'?,20.38,21.51,1.36,27,19.86,50.0,0.112394
20,Me explica a gíria 'trem' usada em Minas Gerais.,20.38,21.51,2.48,50,20.17,50.0,0.210671
21,Fala um pouco sobre a trajetória de Gilberto Gil.,20.38,21.51,2.83,57,20.15,50.0,0.244119
22,De qual estado é o cantor Alceu Valença?,20.38,21.51,1.70,34,19.96,50.0,0.142701
23,O que caracteriza o ritmo do forró pé de serra?,20.38,21.51,3.08,62,20.12,50.0,0.262902
24,Quem foi Luiz Gonzaga?,20.38,21.51,3.32,67,20.17,50.0,0.282517
25,O que torna a festa junina tão importante no Nordeste?,20.38,21.51,2.24,45,20.11,50.0,0.189934
26,Me conta sobre a origem do frevo.,20.38,21.51,4.40,89,20.25,50.0,0.379917
27,Qual a importância do Carnaval de Salvador?,20.38,21.51,4.10,83,20.26,50.0,0.354226
28,O que é o boi-bumbá?,20.38,21.51,3.90,79,20.23,50.0,0.335691
29,Fala sobre alguma característica marcante de Anitta.,20.38,21.51,2.09,42,20.05,50.0,0.178043
30,O que é o Círio de Nazaré?,20.38,21.51,3.47,70,20.19,50.0,0.294017
31,Como faço um bom feijão tropeiro?,20.38,21.51,14.96,306,20.45,50.0,1.312571
32,Me ensina o passo a passo do pão de queijo mineiro.,20.38,21.51,15.73,323,20.53,50.0,1.384373
33,O que leva a receita de vatapá?,20.38,21.51,2.22,45,20.23,50.0,0.187939
34,Como se prepara uma moqueca capixaba?,20.38,21.51,5.09,104,20.43,50.0,0.442230
35,Qual o segredo pra fazer uma boa farofa?,20.38,21.51,10.40,214,20.57,50.0,0.911328
36,Como faço brigadeiro gourmet?,20.38,21.51,3.63,74,20.38,50.0,0.310024
37,O que é o virado à paulista?,20.39,21.51,3.51,71,20.22,50.0,0.299487
38,Me passa uma receita simples de pamonha.,20.39,21.51,10.73,221,20.59,50.0,0.942300
39,Como se faz churrasco no estilo gaúcho?,20.39,21.51,3.84,78,20.32,50.0,0.330558
40,Qual a diferença entre polenta mole e polenta frita?,20.39,21.51,3.47,71,20.44,50.0,0.296721
41,Por que o céu é azul?,20.39,21.51,2.66,54,20.31,50.0,0.226472
42,O que causa os furacões?,20.39,21.51,2.89,59,20.40,50.0,0.245282
43,Qual a diferença entre meteoro e meteorito?,20.38,21.51,2.99,61,20.43,50.0,0.253206
44,Como funciona a fotossíntese?,20.39,21.51,9.94,205,20.63,50.0,0.865175
45,O que é um buraco negro?,20.39,21.51,2.69,55,20.43,50.0,0.228024
46,Qual a velocidade da luz no vácuo?,20.39,21.51,3.41,70,20.50,50.0,0.289335
47,Por que sentimos frio no inverno?,20.39,21.51,4.18,86,20.57,50.0,0.359637
48,O que são placas tectônicas?,20.39,21.51,2.64,54,20.43,50.0,0.224085
49,Como o som se propaga no espaço?,20.39,21.51,3.17,65,20.50,50.0,0.269440
50,O que é energia renovável?,20.39,21.51,2.31,47,20.39,50.0,0.193179
51,"Se um trem sai às 14h a 80 km/h e outro sai às 15h a 100 km/h na mesma direção, em que horário o segundo alcança o primeiro?",20.39,21.51,5.49,113,20.57,50.0,0.482717
52,"Tenho três caixas, uma com maçãs, outra com laranjas e outra com as duas frutas misturadas, mas todas as etiquetas estão erradas. Tirando uma fruta de uma caixa, como descubro o conteúdo de todas?",20.39,21.51,5.68,117,20.61,50.0,0.496214
53,"Qual o próximo número da sequência: 2, 6, 12, 20, 30, ...?",20.39,21.51,1.39,28,20.19,50.0,0.113693
54,"Um fazendeiro precisa atravessar um rio levando uma raposa, uma galinha e um saco de milho, mas o barco só leva um item por vez e nada pode ficar sozinho com o que come. Como ele resolve isso?",20.39,21.51,3.90,80,20.52,50.0,0.336872
55,"Se hoje é quarta-feira, que dia da semana será daqui a 100 dias?",20.39,21.51,2.83,58,20.53,50.0,0.241501
56,Dois relógios batem juntos ao meio-dia. Um atrasa 2 minutos por hora e o outro adianta 1 minuto por hora. Quando voltarão a bater juntos?,20.39,21.51,6.64,137,20.63,50.0,0.583786
57,Quantos triângulos existem dentro de um pentágono se traçarmos todas as diagonais?,20.39,21.51,3.79,78,20.60,50.0,0.329238
58,"Se 5 máquinas fazem 5 peças em 5 minutos, quanto tempo 100 máquinas levam para fazer 100 peças?",20.39,21.51,2.98,61,20.45,50.0,0.255467
59,Um número par mais um número ímpar sempre resulta em quê?,20.38,21.51,2.36,48,20.31,50.0,0.202363
60,"Se a probabilidade de chover amanhã é 30%, qual a chance de não chover?",20.38,21.51,1.48,30,20.29,50.0,0.122112
61,O que é uma GPU e por que ela é importante para IA?,20.38,21.51,4.37,90,20.61,50.0,0.376409
62,Explica o que é overfitting em treinamento de modelos.,20.38,21.51,3.26,67,20.56,50.0,0.277891
63,O que significa 'fine-tuning' de um modelo de linguagem?,20.38,21.51,2.49,51,20.47,50.0,0.209199
64,Por que modelos de IA precisam de tanta memória?,20.38,21.51,2.97,61,20.56,50.0,0.255035
65,O que é um LoRA no contexto de treinamento de modelos?,20.38,21.51,2.92,60,20.56,50.0,0.251201
66,Qual a diferença entre CPU e GPU no processamento de dados?,20.38,21.51,8.78,182,20.72,50.0,0.770576
67,O que é um supercomputador?,20.38,21.51,3.69,76,20.60,50.0,0.316554
68,Como funciona o processo de tokenização em modelos de linguagem?,20.38,21.51,3.26,67,20.56,50.0,0.278417
69,O que é VRAM e por que ela é um gargalo em treinamentos?,20.38,21.51,2.82,58,20.54,50.0,0.241181
70,Explica de forma simples o que é uma rede neural.,20.38,21.51,3.26,67,20.57,50.0,0.279592
81,Quais foram as principais causas da Inconfidência Mineira?,20.38,21.51,3.07,63,20.55,50.0,0.262727
82,Como está organizada politicamente a federação brasileira?,20.38,21.51,1.91,39,20.42,50.0,0.160746
83,O que foi o Ciclo do Ouro no Brasil colonial?,20.38,21.51,3.40,70,20.61,50.0,0.294715
84,Quais são as regiões geográficas do Brasil?,20.38,21.51,2.44,50,20.47,50.0,0.205758
85,O que caracteriza o bioma da Mata Atlântica?,20.38,21.51,3.78,78,20.64,50.0,0.326781
86,Qual foi a importância da Proclamação da República?,20.38,21.51,2.05,42,20.44,50.0,0.175508
87,O que é o Congresso Nacional e como ele é dividido?,20.38,21.51,1.86,38,20.38,50.0,0.157823
88,Quais rios formam a Bacia Amazônica?,20.38,21.51,2.68,55,20.52,50.0,0.230333
89,O que foi a Revolta da Vacina?,20.38,21.51,3.69,76,20.62,50.0,0.321027
90,Como funciona o sistema de eleições no Brasil?,20.38,21.51,2.87,59,20.53,50.0,0.244904
