ID Pergunta,Pergunta,RAM (GB),VRAM (GB),Tempo (s),Tokens Gerados,TPS,Temp Max (C),Consumo (Wh)
11,O que quer dizer 'dar um perdido' em alguém?,20.07,20.72,1.38,27,19.51,50.0,0.114834
12,Já ouviu falar em 'sinistro' como gíria? O que significa?,20.07,20.72,1.88,37,19.67,50.0,0.158633
13,O que é 'mano' na fala do dia a dia?,20.07,20.72,1.79,35,19.61,50.0,0.150745
14,"Alguém me chamou de 'arretado', isso é bom ou ruim?",20.07,20.72,1.80,35,19.45,51.0,0.150405
15,O que significa 'bagulho doido'?,20.07,20.72,1.39,27,19.49,50.0,0.115018
16,Explica pra mim o que é 'trampo'.,20.07,20.72,1.83,36,19.67,50.0,0.154443
17,O que quer dizer 'dar um close'?,20.07,20.72,1.63,32,19.59,50.0,0.137353
18,'Sextou' significa o quê?,20.07,20.72,1.09,21,19.33,50.0,0.089839
19,O que é ficar 'de butuca'?,20.07,20.72,1.39,27,19.47,50.0,0.113517
20,Me explica a gíria 'trem' usada em Minas Gerais.,20.07,20.72,3.57,71,19.91,50.0,0.306145
21,Fala um pouco sobre a trajetória de Gilberto Gil.,20.07,20.72,4.26,85,19.97,51.0,0.368484
22,De qual estado é o cantor Alceu Valença?,20.07,20.72,0.54,10,18.65,50.0,0.042347
23,O que caracteriza o ritmo do forró pé de serra?,20.07,20.72,2.22,44,19.81,50.0,0.190601
24,Quem foi Luiz Gonzaga?,20.07,20.72,2.92,58,19.88,50.0,0.248640
25,O que torna a festa junina tão importante no Nordeste?,20.07,20.72,3.95,79,19.98,50.0,0.342423
26,Me conta sobre a origem do frevo.,20.07,20.72,3.21,64,19.94,50.0,0.275084
27,Qual a importância do Carnaval de Salvador?,20.07,20.72,3.25,65,19.97,50.0,0.279257
28,O que é o boi-bumbá?,20.07,20.72,2.32,46,19.84,50.0,0.196661
29,Fala sobre alguma característica marcante de Anitta.,20.07,20.72,2.91,58,19.91,50.0,0.248480
30,O que é o Círio de Nazaré?,20.07,20.72,3.55,71,20.02,50.0,0.306025
31,Como faço um bom feijão tropeiro?,20.07,20.72,9.84,198,20.13,50.0,0.864199
32,Me ensina o passo a passo do pão de queijo mineiro.,20.07,20.72,18.73,379,20.24,50.0,1.657418
33,O que leva a receita de vatapá?,20.07,20.72,2.65,53,20.03,50.0,0.226289
34,Como se prepara uma moqueca capixaba?,20.07,20.72,4.37,88,20.12,50.0,0.378053
35,Qual o segredo pra fazer uma boa farofa?,20.07,20.72,3.27,66,20.16,50.0,0.281796
36,Como faço brigadeiro gourmet?,20.07,20.72,1.95,39,19.97,50.0,0.164839
37,O que é o virado à paulista?,20.08,20.72,3.87,78,20.18,50.0,0.334593
38,Me passa uma receita simples de pamonha.,20.08,20.72,11.02,224,20.33,50.0,0.971629
39,Como se faz churrasco no estilo gaúcho?,20.08,20.72,5.51,112,20.31,50.0,0.481049
40,Qual a diferença entre polenta mole e polenta frita?,20.08,20.72,2.73,55,20.13,50.0,0.235475
41,Por que o céu é azul?,20.08,20.72,1.80,36,19.99,50.0,0.152004
42,O que causa os furacões?,20.08,20.72,2.91,58,19.90,50.0,0.248238
43,Qual a diferença entre meteoro e meteorito?,20.08,20.72,2.23,44,19.77,50.0,0.191118
44,Como funciona a fotossíntese?,20.08,20.72,5.96,119,19.97,50.0,0.520608
45,O que é um buraco negro?,20.08,20.72,2.62,52,19.86,50.0,0.223319
46,Qual a velocidade da luz no vácuo?,20.08,20.72,1.93,38,19.66,50.0,0.162481
47,Por que sentimos frio no inverno?,20.08,20.72,2.78,55,19.82,50.0,0.238430
48,O que são placas tectônicas?,20.08,20.72,2.22,44,19.82,50.0,0.189038
49,Como o som se propaga no espaço?,20.08,20.72,3.91,78,19.95,50.0,0.335724
50,O que é energia renovável?,20.08,20.72,2.72,54,19.87,50.0,0.232686
51,"Se um trem sai às 14h a 80 km/h e outro sai às 15h a 100 km/h na mesma direção, em que horário o segundo alcança o primeiro?",20.08,20.72,6.49,130,20.02,50.0,0.564155
52,"Tenho três caixas, uma com maçãs, outra com laranjas e outra com as duas frutas misturadas, mas todas as etiquetas estão erradas. Tirando uma fruta de uma caixa, como descubro o conteúdo de todas?",20.08,20.72,4.17,83,19.91,50.0,0.360854
53,"Qual o próximo número da sequência: 2, 6, 12, 20, 30, ...?",20.08,20.72,2.51,50,19.89,50.0,0.213882
54,"Um fazendeiro precisa atravessar um rio levando uma raposa, uma galinha e um saco de milho, mas o barco só leva um item por vez e nada pode ficar sozinho com o que come. Como ele resolve isso?",20.08,20.72,1.88,37,19.65,50.0,0.160222
55,"Se hoje é quarta-feira, que dia da semana será daqui a 100 dias?",20.08,20.72,4.35,87,19.98,50.0,0.377744
56,Dois relógios batem juntos ao meio-dia. Um atrasa 2 minutos por hora e o outro adianta 1 minuto por hora. Quando voltarão a bater juntos?,20.08,20.72,8.32,167,20.06,50.0,0.732163
57,Quantos triângulos existem dentro de um pentágono se traçarmos todas as diagonais?,20.08,20.72,2.72,54,19.87,50.0,0.231847
58,"Se 5 máquinas fazem 5 peças em 5 minutos, quanto tempo 100 máquinas levam para fazer 100 peças?",20.08,20.72,2.83,56,19.82,50.0,0.242203
59,Um número par mais um número ímpar sempre resulta em quê?,20.08,20.72,2.34,46,19.62,50.0,0.199924
60,"Se a probabilidade de chover amanhã é 30%, qual a chance de não chover?",20.08,20.72,1.53,30,19.65,50.0,0.129213
61,O que é uma GPU e por que ela é importante para IA?,20.08,20.72,4.24,85,20.03,50.0,0.366759
62,Explica o que é overfitting em treinamento de modelos.,20.08,20.72,4.00,80,20.02,50.0,0.344133
63,O que significa 'fine-tuning' de um modelo de linguagem?,20.08,20.72,2.96,59,19.97,50.0,0.253524
64,Por que modelos de IA precisam de tanta memória?,20.08,20.72,2.31,46,19.91,50.0,0.196707
65,O que é um LoRA no contexto de treinamento de modelos?,20.08,20.72,2.86,57,19.94,50.0,0.243770
66,Qual a diferença entre CPU e GPU no processamento de dados?,20.08,20.72,4.14,83,20.04,50.0,0.360465
67,O que é um supercomputador?,20.08,20.72,2.76,55,19.89,50.0,0.236108
68,Como funciona o processo de tokenização em modelos de linguagem?,20.08,20.72,2.41,48,19.90,50.0,0.204507
69,O que é VRAM e por que ela é um gargalo em treinamentos?,20.08,20.72,3.00,60,19.98,50.0,0.256958
70,Explica de forma simples o que é uma rede neural.,20.08,20.72,2.61,52,19.91,50.0,0.223109
81,Quais foram as principais causas da Inconfidência Mineira?,20.08,20.72,5.09,102,20.06,50.0,0.442533
82,Como está organizada politicamente a federação brasileira?,20.08,20.72,1.82,36,19.80,50.0,0.153880
83,O que foi o Ciclo do Ouro no Brasil colonial?,20.08,20.72,4.09,82,20.02,50.0,0.354934
84,Quais são as regiões geográficas do Brasil?,20.08,20.72,3.45,69,19.99,51.0,0.295373
85,O que caracteriza o bioma da Mata Atlântica?,20.08,20.72,2.06,41,19.89,50.0,0.175202
86,Qual foi a importância da Proclamação da República?,20.08,20.72,2.02,40,19.81,50.0,0.171775
87,O que é o Congresso Nacional e como ele é dividido?,20.08,20.72,1.96,39,19.86,51.0,0.173049
88,Quais rios formam a Bacia Amazônica?,20.09,20.72,2.38,48,20.18,50.0,0.205288
89,O que foi a Revolta da Vacina?,20.09,20.72,3.88,79,20.38,51.0,0.337995
90,Como funciona o sistema de eleições no Brasil?,20.09,20.72,3.44,70,20.35,50.0,0.295587
