ID Pergunta,Pergunta,RAM (GB),VRAM (GB),Tempo (s),Tokens Gerados,TPS,Temp Max (C),Consumo (Wh)
11,O que quer dizer 'dar um perdido' em alguém?,20.05,20.72,1.74,34,19.56,50.0,0.145253
12,Já ouviu falar em 'sinistro' como gíria? O que significa?,20.05,20.72,1.88,37,19.66,50.0,0.157897
13,O que é 'mano' na fala do dia a dia?,20.05,20.72,1.68,33,19.65,50.0,0.140546
14,"Alguém me chamou de 'arretado', isso é bom ou ruim?",20.05,20.72,1.29,25,19.43,50.0,0.105224
15,O que significa 'bagulho doido'?,20.05,20.72,1.08,21,19.38,50.0,0.088956
16,Explica pra mim o que é 'trampo'.,20.05,20.72,1.73,34,19.64,50.0,0.144493
17,O que quer dizer 'dar um close'?,20.05,20.72,1.29,25,19.43,50.0,0.105664
18,'Sextou' significa o quê?,20.05,20.72,1.68,33,19.65,50.0,0.140846
19,O que é ficar 'de butuca'?,20.05,20.72,1.38,27,19.57,50.0,0.113755
20,Me explica a gíria 'trem' usada em Minas Gerais.,20.05,20.72,2.47,49,19.84,50.0,0.209177
21,Fala um pouco sobre a trajetória de Gilberto Gil.,20.05,20.72,2.07,41,19.82,50.0,0.173487
22,De qual estado é o cantor Alceu Valença?,20.05,20.72,1.33,26,19.51,50.0,0.109612
23,O que caracteriza o ritmo do forró pé de serra?,20.05,20.72,2.52,50,19.88,50.0,0.211428
24,Quem foi Luiz Gonzaga?,20.05,20.72,3.41,68,19.97,50.0,0.291515
25,O que torna a festa junina tão importante no Nordeste?,20.05,20.72,5.38,108,20.06,50.0,0.463183
26,Me conta sobre a origem do frevo.,20.05,20.72,2.22,44,19.84,50.0,0.186454
27,Qual a importância do Carnaval de Salvador?,20.05,20.72,2.71,54,19.90,50.0,0.229227
28,O que é o boi-bumbá?,20.05,20.72,1.92,38,19.76,50.0,0.159881
29,Fala sobre alguma característica marcante de Anitta.,20.05,20.72,1.77,35,19.80,50.0,0.148854
30,O que é o Círio de Nazaré?,20.05,20.72,3.40,68,19.98,50.0,0.289050
31,Como faço um bom feijão tropeiro?,20.05,20.72,4.37,87,19.90,50.0,0.374323
32,Me ensina o passo a passo do pão de queijo mineiro.,20.05,20.72,16.15,327,20.25,50.0,1.422339
33,O que leva a receita de vatapá?,20.05,20.72,25.18,512,20.34,50.0,2.226790
34,Como se prepara uma moqueca capixaba?,20.05,20.72,4.64,94,20.25,50.0,0.399265
35,Qual o segredo pra fazer uma boa farofa?,20.05,20.72,3.86,78,20.18,50.0,0.330599
36,Como faço brigadeiro gourmet?,20.05,20.72,3.51,71,20.23,50.0,0.300727
37,O que é o virado à paulista?,20.05,20.72,3.52,71,20.18,50.0,0.302543
38,Me passa uma receita simples de pamonha.,20.05,20.72,6.41,130,20.27,50.0,0.559906
39,Como se faz churrasco no estilo gaúcho?,20.05,20.72,4.05,82,20.24,50.0,0.348917
40,Qual a diferença entre polenta mole e polenta frita?,20.05,20.72,3.28,66,20.14,50.0,0.280910
41,Por que o céu é azul?,20.05,20.72,3.18,64,20.15,50.0,0.271976
42,O que causa os furacões?,20.05,20.72,1.71,34,19.94,50.0,0.142986
